src_ip_addr,src_port,dst_ip_addr,dst_port,protocol,label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
10.42.0.1,49982,10.42.0.2,80,6,0,7.700920104980469e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,49982,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,49984,10.42.0.2,80,6,0,9.489059448242188e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,49984,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,49986,10.42.0.2,80,6,0,7.796287536621094e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,49986,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,49988,10.42.0.2,80,6,0,0.00010085105895996094,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,49988,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,49990,10.42.0.2,80,6,0,9.012222290039062e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,49990,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,49992,10.42.0.2,80,6,0,4.982948303222656e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,49992,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,49994,10.42.0.2,80,6,0,7.581710815429688e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,49994,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,49996,10.42.0.2,80,6,0,9.894371032714844e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,49996,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,49998,10.42.0.2,80,6,0,9.489059448242188e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,49998,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50000,10.42.0.2,80,6,0,0.000125885009765625,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50000,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50002,10.42.0.2,80,6,0,9.989738464355469e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50002,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50004,10.42.0.2,80,6,0,9.489059448242188e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50004,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50006,10.42.0.2,80,6,0,0.00010609626770019531,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50006,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50008,10.42.0.2,80,6,0,8.606910705566406e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50008,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50010,10.42.0.2,80,6,0,6.699562072753906e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50010,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50012,10.42.0.2,80,6,0,7.796287536621094e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50012,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,53754,239.255.255.250,1900,17,0,1.000108003616333,200.0,46014861.0,64.0,2240.0,0.0,0.0,0.0,0.0,180.0,0.0
10.42.0.1,53754,239.255.255.250,1900,17,0,0.0,200.0,46014861.0,64.0,2240.0,0.0,0.0,0.0,0.0,180.0,0.0
10.42.0.1,50032,10.42.0.2,80,6,0,0.00013303756713867188,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50032,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50034,10.42.0.2,80,6,0,0.00010418891906738281,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50034,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50036,10.42.0.2,80,6,0,9.703636169433594e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50036,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50038,10.42.0.2,80,6,0,0.0001010894775390625,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50038,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50040,10.42.0.2,80,6,0,9.298324584960938e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50040,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50042,10.42.0.2,80,6,0,8.893013000488281e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50042,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50044,10.42.0.2,80,6,0,7.82012939453125e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50044,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50046,10.42.0.2,80,6,0,7.796287536621094e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50046,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50052,10.42.0.2,80,6,0,0.00010895729064941406,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50052,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50054,10.42.0.2,80,6,0,0.0001010894775390625,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50054,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50056,10.42.0.2,80,6,0,0.00011587142944335938,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50056,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50058,10.42.0.2,80,6,0,0.00012493133544921875,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50058,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50060,10.42.0.2,80,6,0,0.0001671314239501953,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50060,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50062,10.42.0.2,80,6,0,9.298324584960938e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50062,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50064,10.42.0.2,80,6,0,4.9114227294921875e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50064,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50066,10.42.0.2,80,6,0,5.91278076171875e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50066,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50068,10.42.0.2,80,6,0,7.295608520507812e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50068,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50070,10.42.0.2,80,6,0,9.489059448242188e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50070,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50072,10.42.0.2,80,6,0,9.298324584960938e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50072,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50074,10.42.0.2,80,6,0,4.887580871582031e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50074,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50076,10.42.0.2,80,6,0,5.602836608886719e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50076,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50078,10.42.0.2,80,6,0,7.414817810058594e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50078,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50080,10.42.0.2,80,6,0,8.0108642578125e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50080,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50082,10.42.0.2,80,6,0,4.792213439941406e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50082,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50084,10.42.0.2,80,6,0,4.696846008300781e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50084,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,0,10.42.0.2,0,1,0,0.00010800361633300781,84.0,97525412.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
10.42.0.1,0,10.42.0.2,0,1,0,0.0,84.0,97525412.0,64.0,98.0,0.0,0.0,0.0,0.0,0.0,8.0
10.42.0.1,50086,10.42.0.2,80,6,0,0.00010085105895996094,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50086,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50088,10.42.0.2,80,6,0,7.891654968261719e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50088,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50090,10.42.0.2,80,6,0,8.487701416015625e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50090,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50092,10.42.0.2,80,6,0,8.082389831542969e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50092,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50094,10.42.0.2,80,6,0,9.083747863769531e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50094,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50096,10.42.0.2,80,6,0,8.487701416015625e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50096,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50098,10.42.0.2,80,6,0,4.792213439941406e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50098,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50100,10.42.0.2,80,6,0,9.107589721679688e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50100,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50102,10.42.0.2,80,6,0,8.106231689453125e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50102,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50104,10.42.0.2,80,6,0,8.487701416015625e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50104,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50106,10.42.0.2,80,6,0,3.504753112792969e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50106,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50108,10.42.0.2,80,6,0,8.988380432128906e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50108,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50110,10.42.0.2,80,6,0,8.702278137207031e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50110,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50112,10.42.0.2,80,6,0,6.29425048828125e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50112,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50114,10.42.0.2,80,6,0,0.00011301040649414062,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50114,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50116,10.42.0.2,80,6,0,4.1961669921875e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50116,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50118,10.42.0.2,80,6,0,3.814697265625e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50118,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50120,10.42.0.2,80,6,0,8.797645568847656e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50120,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50122,10.42.0.2,80,6,0,0.000102996826171875,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50122,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50124,10.42.0.2,80,6,0,3.695487976074219e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50124,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50126,10.42.0.2,80,6,0,8.511543273925781e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50126,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50128,10.42.0.2,80,6,0,7.796287536621094e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50128,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50130,10.42.0.2,80,6,0,7.581710815429688e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50130,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50132,10.42.0.2,80,6,0,8.702278137207031e-05,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
10.42.0.1,50132,10.42.0.2,80,6,0,0.0,60.0,78354535.0,64.0,576.0,0.0,0.0,2.0,64240.0,0.0,0.0
10.42.0.1,50134,10.42.0.2,80,6,0,0.00011610984802246094,60.0,78354535.0,64.0,576.0,0.0,1.0,18.0,28960.0,0.0,0.0
